Date,Weekday,Time,Trip ID,Passengers,Pickup Location,Dropoff Location,Distance,Fare
2025-01-04,Saturday,14:44:43,TRP100290,1,Thane,Powai,4.94,98.02
2025-01-04,Saturday,14:46:41,TRP100285,1,Vashi,Airport Terminal 1,18.72,278.88
2025-01-04,Saturday,15:26:19,TRP100273,2,Juhu,Andheri West,14.88,258.38
2025-01-04,Saturday,15:38:34,TRP100338,4,Powai,Worli,8.51,284.36
2025-01-04,Saturday,15:40:20,TRP100326,2,Lower Parel,Vikhroli,14.76,342.06
2025-01-04,Saturday,15:52:22,TRP100291,1,Juhu,Vikhroli,28.65,420.9
2025-01-04,Saturday,15:57:43,TRP100339,4,Borivali,Dadar,20.42,716.85
2025-01-04,Saturday,16:11:58,TRP100286,4,CST Station,Chembur,13.27,241.64
2025-01-04,Saturday,16:15:36,TRP100305,2,Airport Terminal 2,Powai,6.3,117.77
2025-01-04,Saturday,16:28:23,TRP100318,2,Vikhroli,Navi Mumbai,14.8,239.83
2025-01-04,Saturday,16:30:13,TRP100279,4,Worli,Colaba,2.45,141.17
2025-01-04,Saturday,16:36:38,TRP100272,3,Panvel,Ghatkopar,7.49,310.41
2025-01-04,Saturday,16:36:53,TRP100297,3,Vikhroli,Ghatkopar,9.26,176.84
2025-01-04,Saturday,17:24:00,TRP100324,1,Mulund,Malad,19.33,330.79
2025-01-04,Saturday,17:27:10,TRP100337,2,Lower Parel,Dadar,21.4,361.58
2025-01-04,Saturday,17:37:25,TRP100314,4,CST Station,Airport Terminal 2,23.63,349.35
2025-01-04,Saturday,17:51:15,TRP100301,1,Mulund,Bandra,6.04,153.52
2025-01-04,Saturday,17:52:43,TRP100327,3,Mulund,Colaba,14.84,253.11
2025-01-04,Saturday,18:19:43,TRP100292,4,Bandra,Chembur,16.37,222.66
2025-01-04,Saturday,18:20:23,TRP100302,1,Borivali,Bandra,8.81,152.76
2025-01-04,Saturday,18:28:51,TRP100312,1,Colaba,Mulund,22.71,456.1
2025-01-04,Saturday,18:31:38,TRP100307,1,Lower Parel,Malad,5.71,103.0
2025-01-04,Saturday,18:35:31,TRP100274,4,Andheri West,Kurla,16.95,293.05
2025-01-04,Saturday,18:40:31,TRP100310,1,Churchgate,Goregaon,8.28,163.61
2025-01-04,Saturday,18:41:48,TRP100335,3,Goregaon,Colaba,3.19,118.92
2025-01-04,Saturday,18:51:29,TRP100276,1,Andheri West,CST Station,10.94,189.33
2025-01-04,Saturday,19:03:48,TRP100287,1,Andheri East,Thane,15.86,219.85
2025-01-04,Saturday,19:23:34,TRP100334,2,Panvel,Andheri West,11.46,178.58
2025-01-04,Saturday,19:24:29,TRP100281,1,CST Station,Chembur,7.94,147.7
2025-01-04,Saturday,19:35:32,TRP100331,1,Chembur,Airport Terminal 1,12.55,222.61
2025-01-04,Saturday,20:08:44,TRP100340,1,Dadar,Goregaon,9.07,226.49
2025-01-04,Saturday,20:24:51,TRP100308,1,Worli,Navi Mumbai,21.47,736.88
2025-01-04,Saturday,21:12:37,TRP100311,2,CST Station,Powai,13.88,258.82
2025-01-04,Saturday,22:27:06,TRP100317,1,Andheri East,Borivali,12.97,216.31
2025-01-04,Saturday,22:44:57,TRP100315,2,CST Station,Lower Parel,4.69,131.55
2025-01-04,Saturday,23:15:33,TRP100322,1,Powai,CST Station,14.11,262.83
2025-01-04,Saturday,23:46:05,TRP100298,4,Airport Terminal 2,Vashi,3.89,136.94
2025-01-05,Sunday,00:30:04,TRP100349,1,Dadar,Churchgate,17.18,275.73
2025-01-05,Sunday,00:44:36,TRP100403,4,Vikhroli,Panvel,3.2,152.71
2025-01-05,Sunday,00:58:39,TRP100398,1,Malad,Dadar,6.44,205.02
2025-01-05,Sunday,02:53:49,TRP100385,1,Goregaon,Dadar,10.62,347.87
2025-01-05,Sunday,03:16:06,TRP100409,1,Bandra,Worli,10.11,188.21
2025-01-05,Sunday,03:52:50,TRP100427,3,Colaba,Juhu,23.14,747.55
2025-01-05,Sunday,04:44:22,TRP100396,2,Churchgate,Dadar,6.63,218.52
2025-01-05,Sunday,06:00:27,TRP100413,3,Bandra,Colaba,15.72,250.67
2025-01-05,Sunday,06:09:37,TRP100399,2,Mulund,Dadar,22.66,696.19
2025-01-05,Sunday,06:12:08,TRP100380,1,Panvel,Churchgate,5.13,107.96
2025-01-05,Sunday,06:28:17,TRP100450,2,Malad,Panvel,14.5,253.18
2025-01-05,Sunday,07:16:41,TRP100464,4,Goregaon,Navi Mumbai,8.58,154.3
2025-01-05,Sunday,07:22:49,TRP100381,1,Malad,Navi Mumbai,8.0,132.8
2025-01-05,Sunday,07:23:56,TRP100351,1,Colaba,Dadar,21.39,442.58
2025-01-05,Sunday,07:37:16,TRP100386,4,Bandra,Andheri East,6.79,204.93
2025-01-05,Sunday,07:46:24,TRP100354,1,Kurla,Thane,5.79,111.71
2025-01-05,Sunday,07:53:01,TRP100458,1,Andheri West,Mulund,11.52,173.84
2025-01-05,Sunday,07:54:10,TRP100346,4,Navi Mumbai,Andheri East,11.18,327.96
2025-01-05,Sunday,07:54:53,TRP100387,1,Worli,Borivali,11.88,180.66
2025-01-05,Sunday,08:02:54,TRP100465,3,Colaba,Kurla,8.89,170.62
2025-01-05,Sunday,08:10:13,TRP100420,1,Malad,Dadar,4.53,105.3
2025-01-05,Sunday,08:13:58,TRP100429,1,Thane,Vashi,13.1,208.59
2025-01-05,Sunday,08:25:40,TRP100348,2,Colaba,Vashi,7.44,175.47
2025-01-05,Sunday,08:35:31,TRP100462,4,Malad,Mulund,9.23,169.99
2025-01-05,Sunday,08:46:45,TRP100443,1,Goregaon,Ghatkopar,20.39,428.05
2025-01-05,Sunday,08:55:45,TRP100449,1,Powai,Panvel,9.27,187.7
2025-01-05,Sunday,08:56:53,TRP100431,1,Malad,Andheri West,11.78,268.38
2025-01-05,Sunday,08:57:31,TRP100455,1,Kurla,Panvel,27.82,473.74
2025-01-05,Sunday,09:04:36,TRP100371,1,Kurla,Borivali,25.14,508.63
2025-01-05,Sunday,09:06:57,TRP100368,2,Churchgate,Ghatkopar,7.34,139.41
2025-01-05,Sunday,09:14:43,TRP100435,2,Malad,Juhu,13.03,431.39
2025-01-05,Sunday,09:15:17,TRP100394,1,CST Station,Vashi,33.11,660.8
2025-01-05,Sunday,09:16:54,TRP100379,2,Worli,Vikhroli,18.8,276.7
2025-01-05,Sunday,09:19:47,TRP100428,3,Navi Mumbai,Panvel,8.08,174.86
2025-01-05,Sunday,09:22:25,TRP100383,2,Airport Terminal 2,Andheri West,7.91,166.19
2025-01-05,Sunday,09:29:16,TRP100416,2,Goregaon,Juhu,5.98,126.6
2025-01-05,Sunday,09:40:18,TRP100414,3,Bandra,Airport Terminal 1,8.81,154.42
2025-01-05,Sunday,09:44:04,TRP100406,2,Kurla,Juhu,18.35,246.27
2025-01-05,Sunday,09:46:05,TRP100467,1,Kurla,Worli,10.62,207.92
2025-01-05,Sunday,09:46:08,TRP100456,1,Malad,Vashi,12.83,226.84
2025-01-05,Sunday,09:52:29,TRP100432,2,Airport Terminal 2,Vikhroli,5.49,101.23
2025-01-05,Sunday,10:02:58,TRP100377,1,Goregaon,Airport Terminal 2,24.82,443.9
2025-01-05,Sunday,10:33:38,TRP100356,2,Airport Terminal 2,Malad,8.57,204.91
2025-01-05,Sunday,10:47:42,TRP100364,1,Vashi,Powai,17.98,300.84
2025-01-05,Sunday,10:56:09,TRP100389,2,Andheri West,Lower Parel,7.65,135.44
2025-01-05,Sunday,11:18:36,TRP100373,2,Colaba,Vashi,11.94,206.66
2025-01-05,Sunday,11:42:25,TRP100400,1,Churchgate,Borivali,9.08,221.02
2025-01-05,Sunday,12:10:56,TRP100407,3,Thane,Airport Terminal 1,9.63,246.0
2025-01-05,Sunday,12:25:56,TRP100426,1,Worli,Mulund,19.12,507.53
2025-01-05,Sunday,12:28:35,TRP100384,1,Vashi,CST Station,11.9,218.73
2025-01-05,Sunday,12:34:43,TRP100418,3,Airport Terminal 1,Churchgate,12.21,268.7
2025-01-05,Sunday,12:54:30,TRP100468,3,Thane,Chembur,6.25,135.47
2025-01-05,Sunday,13:03:06,TRP100411,4,Worli,Malad,10.8,339.7
2025-01-05,Sunday,13:40:31,TRP100401,1,Chembur,Worli,29.43,838.42
2025-01-05,Sunday,13:43:33,TRP100438,2,Lower Parel,Vikhroli,1.94,127.86
2025-01-05,Sunday,14:19:11,TRP100397,1,Airport Terminal 1,Andheri West,7.41,129.62
2025-01-05,Sunday,14:31:07,TRP100471,1,Thane,Navi Mumbai,7.94,167.78
2025-01-05,Sunday,14:38:12,TRP100461,3,Panvel,Juhu,29.84,421.64
2025-01-05,Sunday,15:17:44,TRP100342,4,Kurla,Navi Mumbai,9.17,169.18
2025-01-05,Sunday,15:25:37,TRP100362,3,Chembur,Panvel,17.21,282.0
2025-01-05,Sunday,15:26:03,TRP100448,1,Dadar,Malad,31.44,1052.39
2025-01-05,Sunday,15:26:07,TRP100423,1,Thane,Dadar,14.78,465.52
2025-01-05,Sunday,15:39:09,TRP100361,1,Juhu,Bandra,12.98,293.95
2025-01-05,Sunday,15:42:18,TRP100412,1,Colaba,Goregaon,10.46,183.81
2025-01-05,Sunday,15:46:23,TRP100452,2,Andheri East,Worli,13.43,188.93
2025-01-05,Sunday,15:54:10,TRP100444,1,Ghatkopar,CST Station,4.97,97.85
2025-01-05,Sunday,16:03:05,TRP100390,1,Juhu,Vikhroli,6.82,145.19
2025-01-05,Sunday,16:04:31,TRP100367,1,Navi Mumbai,Airport Terminal 2,12.72,215.97
2025-01-05,Sunday,16:17:40,TRP100341,1,Thane,Vikhroli,15.94,285.49
2025-01-05,Sunday,16:32:08,TRP100378,1,Chembur,Vikhroli,14.3,411.12
2025-01-05,Sunday,16:35:20,TRP100422,1,Juhu,Airport Terminal 2,23.8,474.48
2025-01-05,Sunday,16:38:46,TRP100355,2,Lower Parel,Colaba,17.48,367.66
2025-01-05,Sunday,16:40:53,TRP100375,4,Mulund,Andheri East,1.31,88.07
2025-01-05,Sunday,16:58:45,TRP100370,1,Vashi,Chembur,9.06,190.22
2025-01-05,Sunday,17:11:55,TRP100433,2,Airport Terminal 1,Churchgate,9.5,184.29
2025-01-05,Sunday,17:36:38,TRP100425,1,Airport Terminal 1,Andheri West,10.67,228.42
2025-01-05,Sunday,17:44:08,TRP100460,1,Thane,Borivali,15.53,279.34
2025-01-05,Sunday,17:49:22,TRP100470,3,Lower Parel,Andheri East,24.09,588.89
2025-01-05,Sunday,17:51:34,TRP100391,2,Andheri East,Vikhroli,9.79,174.34
2025-01-05,Sunday,17:55:17,TRP100440,2,Juhu,Chembur,24.67,348.23
2025-01-05,Sunday,18:04:33,TRP100352,2,Churchgate,Andheri East,6.21,119.21
2025-01-05,Sunday,18:05:41,TRP100415,1,CST Station,Vikhroli,24.34,352.7
2025-01-05,Sunday,18:06:13,TRP100376,1,Airport Terminal 2,Goregaon,28.8,496.85
2025-01-05,Sunday,18:13:44,TRP100459,1,Ghatkopar,Chembur,11.03,166.9
2025-01-05,Sunday,18:14:44,TRP100453,1,Kurla,Colaba,10.27,183.2
2025-01-05,Sunday,18:30:58,TRP100436,1,Dadar,Chembur,20.95,352.67
2025-01-05,Sunday,18:32:36,TRP100419,2,Airport Terminal 2,Churchgate,15.59,265.04
2025-01-05,Sunday,18:46:29,TRP100343,2,Chembur,Ghatkopar,22.81,381.66
2025-01-05,Sunday,18:51:34,TRP100417,2,Thane,Panvel,13.96,378.37
2025-01-05,Sunday,18:52:45,TRP100382,1,Mulund,Lower Parel,22.24,321.09
2025-01-05,Sunday,18:54:15,TRP100363,1,Andheri West,Goregaon,11.32,228.22
2025-01-05,Sunday,19:02:00,TRP100466,2,Dadar,Ghatkopar,9.2,328.23
2025-01-05,Sunday,19:03:51,TRP100393,1,Airport Terminal 1,Airport Terminal 2,14.69,218.69
2025-01-05,Sunday,19:04:19,TRP100430,1,Mulund,Airport Terminal 2,20.25,315.83
2025-01-05,Sunday,19:08:39,TRP100451,1,Thane,Chembur,11.2,189.93
2025-01-05,Sunday,19:09:53,TRP100421,1,Lower Parel,Juhu,18.55,318.93
2025-01-05,Sunday,19:12:46,TRP100374,2,CST Station,Panvel,5.97,133.5
2025-01-05,Sunday,19:14:42,TRP100402,1,Churchgate,Powai,18.76,273.99
2025-01-05,Sunday,19:19:18,TRP100454,1,Navi Mumbai,Vashi,13.27,257.69
2025-01-05,Sunday,19:22:59,TRP100395,2,Powai,Goregaon,21.14,519.42
2025-01-05,Sunday,19:24:56,TRP100457,2,Chembur,Juhu,15.67,258.9
2025-01-05,Sunday,19:25:31,TRP100388,2,Andheri East,Vikhroli,6.36,116.79
2025-01-05,Sunday,19:32:18,TRP100360,1,Chembur,Mulund,10.92,198.44
2025-01-05,Sunday,19:36:41,TRP100408,1,Panvel,Ghatkopar,11.67,215.0
2025-01-05,Sunday,19:48:58,TRP100445,3,Powai,Ghatkopar,16.49,239.71
2025-01-05,Sunday,19:49:04,TRP100359,1,Andheri East,Churchgate,7.95,129.03
2025-01-05,Sunday,19:55:27,TRP100350,1,Mulund,Dadar,7.35,186.2
2025-01-05,Sunday,19:57:03,TRP100441,2,Lower Parel,Vikhroli,17.21,349.65
2025-01-05,Sunday,19:58:26,TRP100353,1,Lower Parel,Ghatkopar,7.14,150.55
2025-01-05,Sunday,20:05:18,TRP100434,1,Andheri East,Vikhroli,22.96,382.08
2025-01-05,Sunday,20:15:02,TRP100369,1,Airport Terminal 1,Kurla,5.97,200.2
2025-01-05,Sunday,20:19:10,TRP100347,2,Juhu,Bandra,7.73,209.1
2025-01-05,Sunday,20:26:50,TRP100446,1,Worli,Kurla,8.54,170.29
2025-01-05,Sunday,20:35:41,TRP100439,1,Lower Parel,Colaba,5.18,197.27
2025-01-05,Sunday,20:37:37,TRP100447,1,Lower Parel,Bandra,6.74,141.81
2025-01-05,Sunday,20:49:57,TRP100366,3,Andheri East,Worli,8.13,158.43
2025-01-05,Sunday,20:50:21,TRP100345,1,Ghatkopar,Panvel,5.01,114.75
2025-01-05,Sunday,21:05:21,TRP100410,2,Lower Parel,Airport Terminal 1,11.25,240.62
2025-01-05,Sunday,21:32:20,TRP100392,1,Vikhroli,Juhu,9.01,223.47
2025-01-05,Sunday,21:36:49,TRP100424,3,Borivali,Colaba,24.1,410.89
2025-01-05,Sunday,21:45:45,TRP100437,1,Chembur,Juhu,10.13,169.09
2025-01-05,Sunday,21:53:36,TRP100463,1,Ghatkopar,Airport Terminal 1,4.8,126.1
2025-01-05,Sunday,22:10:40,TRP100405,2,Bandra,Mulund,18.61,275.95
2025-01-05,Sunday,22:14:40,TRP100404,4,Churchgate,Borivali,5.8,125.41
2025-01-05,Sunday,22:25:04,TRP100372,2,Navi Mumbai,Colaba,8.85,141.17
2025-01-05,Sunday,22:31:24,TRP100357,1,Borivali,Goregaon,14.93,487.33
2025-01-05,Sunday,22:33:33,TRP100365,1,Vashi,Juhu,5.55,122.73
2025-01-05,Sunday,22:52:13,TRP100344,1,Airport Terminal 1,Juhu,8.34,154.56
2025-01-05,Sunday,22:54:10,TRP100469,3,Borivali,Thane,12.35,210.98
2025-01-05,Sunday,23:16:58,TRP100442,1,Thane,Vikhroli,3.31,88.13
2025-01-05,Sunday,23:59:20,TRP100358,3,Dadar,Vikhroli,14.31,268.27
2025-01-06,Monday,01:46:39,TRP100512,2,Bandra,Panvel,3.65,95.63
2025-01-06,Monday,02:13:24,TRP100572,1,Churchgate,Borivali,15.4,229.4
2025-01-06,Monday,03:06:18,TRP100598,2,Juhu,Dadar,18.55,265.64
2025-01-06,Monday,05:36:09,TRP100538,1,Andheri West,Powai,6.48,142.33
2025-01-06,Monday,06:40:15,TRP100595,2,Airport Terminal 2,Panvel,15.41,262.98
2025-01-06,Monday,06:42:40,TRP100508,3,Panvel,Malad,11.1,167.87
2025-01-06,Monday,07:16:14,TRP100554,2,Kurla,Bandra,18.47,329.12
2025-01-06,Monday,07:30:57,TRP100543,3,Lower Parel,Andheri West,13.44,238.4
2025-01-06,Monday,07:59:56,TRP100587,1,Vikhroli,Colaba,18.87,289.38
2025-01-06,Monday,08:39:53,TRP100518,1,Juhu,Malad,16.94,274.39
2025-01-06,Monday,08:41:24,TRP100533,2,Kurla,Churchgate,22.23,341.96
2025-01-06,Monday,08:41:37,TRP100549,1,Juhu,CST Station,9.92,195.35
2025-01-06,Monday,08:53:26,TRP100537,1,Andheri East,Goregaon,14.43,252.43
2025-01-06,Monday,08:59:25,TRP100560,1,Churchgate,Andheri East,10.75,163.97
2025-01-06,Monday,09:02:43,TRP100505,3,Worli,Vikhroli,27.61,396.98
2025-01-06,Monday,09:12:53,TRP100567,1,Goregaon,Lower Parel,20.19,274.19
2025-01-06,Monday,09:16:30,TRP100578,1,Chembur,Borivali,9.31,159.21
2025-01-06,Monday,09:20:26,TRP100564,1,Kurla,Airport Terminal 2,17.77,258.87
2025-01-06,Monday,09:21:21,TRP100503,1,Kurla,Colaba,19.34,608.08
2025-01-06,Monday,09:30:39,TRP100573,1,Worli,Kurla,11.1,222.43
2025-01-06,Monday,09:36:08,TRP100570,2,Andheri West,Airport Terminal 2,12.25,207.87
2025-01-06,Monday,09:42:13,TRP100531,1,Airport Terminal 2,Kurla,25.98,440.29
2025-01-06,Monday,09:42:59,TRP100556,1,Airport Terminal 2,Colaba,20.36,379.12
2025-01-06,Monday,09:46:12,TRP100498,1,Colaba,Navi Mumbai,17.26,246.0
2025-01-06,Monday,09:50:10,TRP100493,1,Colaba,Ghatkopar,22.38,363.46
2025-01-06,Monday,09:52:50,TRP100483,1,Malad,Mulund,19.48,310.57
2025-01-06,Monday,09:56:40,TRP100525,1,Bandra,Vashi,2.62,75.46
2025-01-06,Monday,10:07:51,TRP100561,3,Airport Terminal 2,Juhu,21.39,404.13
2025-01-06,Monday,10:27:10,TRP100522,1,Andheri East,Worli,7.21,145.98
2025-01-06,Monday,10:28:21,TRP100521,1,Lower Parel,Ghatkopar,14.69,243.13
2025-01-06,Monday,10:31:19,TRP100577,3,Juhu,CST Station,3.71,82.65
2025-01-06,Monday,10:40:09,TRP100515,3,Colaba,Ghatkopar,29.14,584.26
2025-01-06,Monday,10:41:18,TRP100583,2,Mulund,Juhu,10.51,242.71
2025-01-06,Monday,10:45:59,TRP100500,1,Dadar,Andheri West,9.08,255.94
2025-01-06,Monday,10:47:59,TRP100489,1,CST Station,Chembur,7.0,170.4
2025-01-06,Monday,10:57:56,TRP100569,1,Churchgate,Juhu,31.07,524.07
2025-01-06,Monday,10:58:33,TRP100506,1,Panvel,Kurla,12.93,213.7
2025-01-06,Monday,11:02:44,TRP100545,1,Airport Terminal 2,Thane,21.0,353.9
2025-01-06,Monday,11:25:17,TRP100574,2,Navi Mumbai,Powai,30.47,719.53
2025-01-06,Monday,11:30:37,TRP100491,2,Churchgate,Ghatkopar,17.03,303.44
2025-01-06,Monday,11:38:58,TRP100487,1,Mulund,Panvel,10.56,174.26
2025-01-06,Monday,12:06:01,TRP100542,3,Malad,Airport Terminal 2,12.83,208.06
2025-01-06,Monday,12:42:25,TRP100558,1,Vikhroli,Churchgate,2.45,113.35
2025-01-06,Monday,12:43:49,TRP100571,4,Powai,Navi Mumbai,17.7,330.5
2025-01-06,Monday,12:47:52,TRP100565,2,Worli,Bandra,6.46,121.2
2025-01-06,Monday,13:05:24,TRP100581,1,Lower Parel,Colaba,28.44,571.57
2025-01-06,Monday,13:07:31,TRP100477,1,Vashi,Chembur,10.68,159.39
2025-01-06,Monday,13:14:04,TRP100535,1,Airport Terminal 2,Chembur,5.97,132.44
2025-01-06,Monday,13:28:17,TRP100597,1,Mulund,Lower Parel,9.04,263.37
2025-01-06,Monday,13:32:05,TRP100528,1,Vikhroli,Kurla,16.71,441.99
2025-01-06,Monday,13:47:40,TRP100590,1,Churchgate,Thane,16.09,241.9
2025-01-06,Monday,14:00:11,TRP100576,1,Thane,Airport Terminal 1,24.71,389.73
2025-01-06,Monday,14:00:49,TRP100593,2,Thane,Colaba,20.8,325.81
2025-01-06,Monday,14:03:01,TRP100586,1,Panvel,Vikhroli,33.01,504.32
2025-01-06,Monday,14:10:04,TRP100475,1,Panvel,Airport Terminal 1,9.24,154.49
2025-01-06,Monday,14:18:50,TRP100513,2,Ghatkopar,Colaba,8.31,169.91
2025-01-06,Monday,14:30:10,TRP100540,2,Goregaon,Thane,20.73,353.07
2025-01-06,Monday,14:49:09,TRP100527,1,Kurla,Vikhroli,19.97,332.88
2025-01-06,Monday,15:10:01,TRP100588,1,Andheri West,Ghatkopar,25.83,435.75
2025-01-06,Monday,15:24:02,TRP100499,2,Thane,Juhu,5.61,118.09
2025-01-06,Monday,15:51:05,TRP100591,1,Navi Mumbai,Colaba,7.91,139.02
2025-01-06,Monday,16:01:56,TRP100539,3,Vashi,Ghatkopar,27.77,450.65
2025-01-06,Monday,16:07:33,TRP100548,2,Andheri East,Vikhroli,17.4,258.88
2025-01-06,Monday,16:11:41,TRP100524,3,Lower Parel,Bandra,23.16,310.97
2025-01-06,Monday,16:11:47,TRP100566,1,Ghatkopar,Malad,6.83,210.37
2025-01-06,Monday,16:21:22,TRP100520,2,Dadar,Ghatkopar,5.02,166.15
2025-01-06,Monday,16:24:25,TRP100476,1,Goregaon,Bandra,20.96,476.28
2025-01-06,Monday,16:25:49,TRP100526,3,Churchgate,Malad,13.91,461.62
2025-01-06,Monday,16:41:34,TRP100580,1,Powai,Panvel,9.13,196.48
2025-01-06,Monday,16:46:52,TRP100486,1,Dadar,Borivali,15.1,272.74
2025-01-06,Monday,16:46:53,TRP100559,1,CST Station,Churchgate,28.97,478.47
2025-01-06,Monday,16:49:45,TRP100551,1,Vikhroli,Vashi,23.38,311.1
2025-01-06,Monday,17:01:30,TRP100563,1,Borivali,Juhu,15.94,353.49
2025-01-06,Monday,17:06:45,TRP100532,3,Airport Terminal 2,Chembur,22.2,313.43
2025-01-06,Monday,17:10:48,TRP100529,1,Airport Terminal 2,Dadar,6.47,170.23
2025-01-06,Monday,17:16:10,TRP100541,1,Vashi,Ghatkopar,11.72,203.53
2025-01-06,Monday,17:18:45,TRP100555,4,Lower Parel,Andheri West,21.65,347.46
2025-01-06,Monday,17:20:32,TRP100507,1,Bandra,Borivali,28.41,428.93
2025-01-06,Monday,17:24:15,TRP100495,1,Airport Terminal 2,Mulund,16.76,302.0
2025-01-06,Monday,17:34:51,TRP100596,1,Juhu,Thane,4.29,90.12
2025-01-06,Monday,17:42:19,TRP100501,2,Airport Terminal 1,Churchgate,4.4,103.97
2025-01-06,Monday,17:43:02,TRP100557,2,Kurla,Goregaon,30.09,384.06
2025-01-06,Monday,17:47:58,TRP100546,2,Panvel,Mulund,11.13,211.91
2025-01-06,Monday,17:51:18,TRP100481,1,CST Station,Airport Terminal 2,5.15,119.74
2025-01-06,Monday,17:57:38,TRP100544,3,CST Station,Andheri East,20.06,325.78
2025-01-06,Monday,18:02:05,TRP100510,1,Bandra,Andheri West,7.76,192.14
2025-01-06,Monday,18:06:27,TRP100473,1,Ghatkopar,Vashi,9.53,177.06
2025-01-06,Monday,18:07:49,TRP100484,2,Navi Mumbai,Ghatkopar,12.82,242.8
2025-01-06,Monday,18:10:24,TRP100553,3,Chembur,Andheri East,21.76,396.81
2025-01-06,Monday,18:23:45,TRP100480,1,Navi Mumbai,Borivali,16.61,222.89
2025-01-06,Monday,18:35:59,TRP100485,1,Thane,Churchgate,12.92,241.63
2025-01-06,Monday,18:47:44,TRP100585,1,Vashi,Bandra,10.55,289.96
2025-01-06,Monday,18:47:49,TRP100509,3,Thane,Chembur,4.38,103.2
2025-01-06,Monday,18:51:15,TRP100575,3,CST Station,Thane,6.76,169.68
2025-01-06,Monday,19:01:30,TRP100514,1,Powai,CST Station,19.15,490.41
2025-01-06,Monday,19:02:22,TRP100494,2,Navi Mumbai,Borivali,17.06,275.59
2025-01-06,Monday,19:08:26,TRP100488,3,Lower Parel,Mulund,13.01,237.95
2025-01-06,Monday,19:10:06,TRP100552,1,Malad,Airport Terminal 2,9.38,202.8
2025-01-06,Monday,19:26:35,TRP100550,1,CST Station,Airport Terminal 1,14.09,458.14
2025-01-06,Monday,19:35:29,TRP100519,1,Chembur,CST Station,16.95,247.7
2025-01-06,Monday,19:36:46,TRP100472,4,Churchgate,Goregaon,16.9,254.49
2025-01-06,Monday,19:41:00,TRP100504,1,Borivali,Ghatkopar,7.55,220.94
2025-01-06,Monday,19:42:14,TRP100536,2,Thane,Worli,12.32,205.01
2025-01-06,Monday,19:47:46,TRP100482,1,Thane,Borivali,6.76,177.66
2025-01-06,Monday,19:50:38,TRP100478,1,Lower Parel,Chembur,12.92,234.58
2025-01-06,Monday,19:54:08,TRP100592,1,Kurla,Colaba,2.02,128.76
2025-01-06,Monday,20:08:43,TRP100523,3,Vashi,Worli,11.92,192.5
2025-01-06,Monday,20:27:25,TRP100594,2,Goregaon,Powai,16.26,286.21
2025-01-06,Monday,20:27:51,TRP100492,1,Andheri East,Airport Terminal 2,10.22,155.13
2025-01-06,Monday,20:35:57,TRP100474,1,Lower Parel,Andheri West,26.93,404.3
2025-01-06,Monday,20:53:14,TRP100497,2,Chembur,Mulund,9.96,214.63
2025-01-06,Monday,20:59:17,TRP100589,1,CST Station,Navi Mumbai,27.85,421.45
2025-01-06,Monday,21:05:18,TRP100547,1,Lower Parel,CST Station,6.64,163.9
2025-01-06,Monday,21:08:45,TRP100490,1,Chembur,Powai,17.59,261.84
2025-01-06,Monday,21:16:22,TRP100579,1,Andheri East,Thane,23.53,412.14
2025-01-06,Monday,21:19:13,TRP100517,1,Vashi,Kurla,25.33,426.47
2025-01-06,Monday,21:26:24,TRP100511,1,Navi Mumbai,Chembur,8.96,156.01
2025-01-06,Monday,21:26:40,TRP100582,1,Lower Parel,Churchgate,25.4,329.45
2025-01-06,Monday,21:33:25,TRP100534,2,Kurla,Airport Terminal 1,24.42,464.14
2025-01-06,Monday,21:47:37,TRP100584,1,Airport Terminal 2,Navi Mumbai,6.55,135.37
2025-01-06,Monday,22:00:35,TRP100516,1,CST Station,Dadar,1.75,64.47
2025-01-06,Monday,22:23:52,TRP100479,3,Andheri West,Goregaon,9.26,177.39
2025-01-06,Monday,22:31:39,TRP100568,3,Andheri East,Panvel,28.55,475.1
2025-01-06,Monday,22:33:04,TRP100502,1,Airport Terminal 2,Powai,13.57,195.51
2025-01-06,Monday,22:36:30,TRP100562,2,Panvel,Goregaon,28.8,422.87
2025-01-06,Monday,22:43:20,TRP100496,1,CST Station,Andheri West,7.75,179.16
2025-01-06,Monday,22:47:46,TRP100530,1,Airport Terminal 1,Kurla,19.62,278.55
2025-01-07,Tuesday,00:40:32,TRP100612,1,Vikhroli,Vashi,2.62,96.05
2025-01-07,Tuesday,01:12:44,TRP100683,2,Colaba,Juhu,8.8,159.09
2025-01-07,Tuesday,01:43:21,TRP100684,2,Worli,Vikhroli,15.48,212.53
2025-01-07,Tuesday,02:46:56,TRP100718,1,Airport Terminal 1,Ghatkopar,31.89,485.15
2025-01-07,Tuesday,02:58:13,TRP100617,4,Chembur,Airport Terminal 1,22.09,401.62
2025-01-07,Tuesday,03:13:47,TRP100641,1,CST Station,Malad,13.26,203.01
2025-01-07,Tuesday,04:30:57,TRP100692,1,Airport Terminal 2,Dadar,26.3,425.62
2025-01-07,Tuesday,04:36:53,TRP100674,1,Lower Parel,Colaba,4.75,189.67
2025-01-07,Tuesday,05:52:14,TRP100639,1,Malad,Ghatkopar,19.5,337.64
2025-01-07,Tuesday,06:33:57,TRP100664,3,Dadar,Navi Mumbai,11.68,210.68
2025-01-07,Tuesday,06:39:59,TRP100640,1,Dadar,Colaba,17.57,243.05
2025-01-07,Tuesday,07:14:20,TRP100608,2,CST Station,Chembur,21.11,318.52
